Tags,GO ID,GO Name,GO Category,Size,ES,NES,Nominal p-val,FDR q-val,FWER p-val,Rank at Max,Leading Edge
[],GO:0050832,defense response to fungus,BIOLOGICAL_PROCESS,24,0.2711268,1.5386482,0.072874494,0.44395953,1,187,"tags=75%, list=49%, signal=139%"
[],GO:0051224,negative regulation of protein transport,BIOLOGICAL_PROCESS,17,0.31215468,1.5384624,0.0741483,0.44299254,1,265,"tags=100%, list=70%, signal=318%"
[],GO:0030539,male genitalia development,BIOLOGICAL_PROCESS,5,0.5593583,1.538396,0.0671785,0.44174248,1,93,"tags=80%, list=25%, signal=105%"
[],GO:0002702,positive regulation of production of molecular mediator of immune response,BIOLOGICAL_PROCESS,13,0.35245907,1.5371557,0.046,0.4431298,1,249,"tags=100%, list=66%, signal=282%"
[],GO:0034121,regulation of toll-like receptor signaling pathway,BIOLOGICAL_PROCESS,13,0.35245907,1.5364485,0.0734127,0.44319117,1,249,"tags=100%, list=66%, signal=282%"
[],GO:0018298,protein-chromophore linkage,BIOLOGICAL_PROCESS,8,0.44440702,1.5350034,0.05788423,0.44487432,1,71,"tags=63%, list=19%, signal=75%"
[],GO:0032715,negative regulation of interleukin-6 production,BIOLOGICAL_PROCESS,17,0.31394213,1.534492,0.05836576,0.44465542,1,86,"tags=53%, list=23%, signal=65%"
[],GO:0017143,insecticide metabolic process,BIOLOGICAL_PROCESS,7,0.4696621,1.5324059,0.06809338,0.44825384,1,95,"tags=71%, list=25%, signal=94%"
[],GO:0071549,cellular response to dexamethasone stimulus,BIOLOGICAL_PROCESS,9,0.4153153,1.5317006,0.07,0.44834968,1,98,"tags=67%, list=26%, signal=88%"
[],GO:0002698,negative regulation of immune effector process,BIOLOGICAL_PROCESS,12,0.36580384,1.5315653,0.05479452,0.44730937,1,149,"tags=75%, list=39%, signal=120%"
[],GO:0046879,hormone secretion,BIOLOGICAL_PROCESS,32,0.23324929,1.5313852,0.060416665,0.446315,1,226,"tags=81%, list=60%, signal=184%"
[],GO:0030301,cholesterol transport,BIOLOGICAL_PROCESS,14,0.34481412,1.5304276,0.05928854,0.44694903,1,198,"tags=86%, list=52%, signal=173%"
[],GO:0032826,regulation of natural killer cell differentiation involved in immune response,BIOLOGICAL_PROCESS,2,0.8222812,1.5297625,0.06944445,0.4470663,1,68,"tags=100%, list=18%, signal=121%"
[],GO:0022405,hair cycle process,BIOLOGICAL_PROCESS,14,0.34227008,1.5288105,0.068571426,0.44788864,1,226,"tags=93%, list=60%, signal=222%"
[],GO:0071554,cell wall organization or biogenesis,BIOLOGICAL_PROCESS,5,0.55721927,1.5284097,0.056530215,0.44753006,1,18,"tags=60%, list=5%, signal=62%"
[],GO:0035376,sterol import,BIOLOGICAL_PROCESS,3,0.675532,1.5283883,0.059304703,0.4462156,1,124,"tags=100%, list=33%, signal=147%"
[],GO:0034383,low-density lipoprotein particle clearance,BIOLOGICAL_PROCESS,6,0.5174263,1.5278295,0.078,0.44599193,1,185,"tags=100%, list=49%, signal=192%"
[],GO:0019433,triglyceride catabolic process,BIOLOGICAL_PROCESS,4,0.6166667,1.5271298,0.057312254,0.44621184,1,52,"tags=75%, list=14%, signal=86%"
[],GO:0032814,regulation of natural killer cell activation,BIOLOGICAL_PROCESS,2,0.8222812,1.525708,0.06949807,0.4479148,1,68,"tags=100%, list=18%, signal=121%"
[],GO:0051709,regulation of killing of cells of other organism,BIOLOGICAL_PROCESS,2,0.8222812,1.5231526,0.067961164,0.45232412,1,68,"tags=100%, list=18%, signal=121%"
[],GO:0009642,response to light intensity,BIOLOGICAL_PROCESS,11,0.3784585,1.522848,0.052837573,0.45168176,1,32,"tags=45%, list=8%, signal=48%"
[],GO:0001881,receptor recycling,BIOLOGICAL_PROCESS,5,0.52727276,1.5213269,0.07184466,0.4538067,1,105,"tags=80%, list=28%, signal=109%"
[],GO:0090207,regulation of triglyceride metabolic process,BIOLOGICAL_PROCESS,7,0.47235027,1.5208927,0.067567565,0.45336393,1,94,"tags=71%, list=25%, signal=93%"
[],GO:0070374,positive regulation of ERK1 and ERK2 cascade,BIOLOGICAL_PROCESS,18,0.30670977,1.519899,0.07453416,0.4542895,1,162,"tags=72%, list=43%, signal=120%"
[],GO:0071364,cellular response to epidermal growth factor stimulus,BIOLOGICAL_PROCESS,9,0.4153153,1.5190767,0.05367793,0.45490596,1,98,"tags=67%, list=26%, signal=88%"
[],GO:0061058,regulation of peptidoglycan recognition protein signaling pathway,BIOLOGICAL_PROCESS,2,0.8222812,1.518784,0.062374245,0.454158,1,68,"tags=100%, list=18%, signal=121%"
[],GO:0070571,negative regulation of neuron projection regeneration,BIOLOGICAL_PROCESS,6,0.50402147,1.5184714,0.068897635,0.45350793,1,190,"tags=100%, list=50%, signal=197%"
[],GO:0048681,negative regulation of axon regeneration,BIOLOGICAL_PROCESS,6,0.50402147,1.518274,0.070726916,0.45259395,1,190,"tags=100%, list=50%, signal=197%"
[],GO:0050908,detection of light stimulus involved in visual perception,BIOLOGICAL_PROCESS,5,0.54652405,1.5159615,0.060606062,0.45632774,1,22,"tags=60%, list=6%, signal=63%"
[],GO:0032823,regulation of natural killer cell differentiation,BIOLOGICAL_PROCESS,2,0.8222812,1.515796,0.06412826,0.45535174,1,68,"tags=100%, list=18%, signal=121%"
[],GO:0030199,collagen fibril organization,BIOLOGICAL_PROCESS,5,0.5406417,1.5145651,0.050290134,0.45663694,1,100,"tags=80%, list=26%, signal=107%"
[],GO:0060193,positive regulation of lipase activity,BIOLOGICAL_PROCESS,14,0.341683,1.5145217,0.06666667,0.45540082,1,145,"tags=71%, list=38%, signal=111%"
[],GO:0019915,lipid storage,BIOLOGICAL_PROCESS,9,0.42612612,1.513355,0.06225681,0.45677382,1,94,"tags=67%, list=25%, signal=87%"
[],GO:0070849,response to epidermal growth factor,BIOLOGICAL_PROCESS,9,0.4153153,1.5133508,0.05631068,0.45545703,1,98,"tags=67%, list=26%, signal=88%"
[],GO:0044035,multi-organism catabolic process,BIOLOGICAL_PROCESS,2,0.80901855,1.5132842,0.054435484,0.45435354,1,73,"tags=100%, list=19%, signal=123%"
[],GO:0051048,negative regulation of secretion,BIOLOGICAL_PROCESS,22,0.2738732,1.5125322,0.06324111,0.45469153,1,263,"tags=95%, list=69%, signal=294%"
[],GO:0042953,lipoprotein transport,BIOLOGICAL_PROCESS,4,0.5926667,1.511161,0.06986028,0.4562968,1,61,"tags=75%, list=16%, signal=88%"
[],GO:0071378,cellular response to growth hormone stimulus,BIOLOGICAL_PROCESS,7,0.46159756,1.5109688,0.066,0.45547768,1,98,"tags=71%, list=26%, signal=95%"
[],GO:0042268,regulation of cytolysis,BIOLOGICAL_PROCESS,2,0.8222812,1.5108674,0.07692308,0.45444977,1,68,"tags=100%, list=18%, signal=121%"
[],GO:0010160,formation of animal organ boundary,BIOLOGICAL_PROCESS,3,0.6648937,1.5106597,0.0562249,0.45363316,1,128,"tags=100%, list=34%, signal=150%"
[],GO:0019731,antibacterial humoral response,BIOLOGICAL_PROCESS,11,0.3742589,1.510526,0.07014028,0.45263955,1,68,"tags=55%, list=18%, signal=65%"
[],GO:0032499,detection of peptidoglycan,BIOLOGICAL_PROCESS,2,0.8222812,1.5078508,0.061099797,0.45772338,1,68,"tags=100%, list=18%, signal=121%"
[],GO:0007431,salivary gland development,BIOLOGICAL_PROCESS,10,0.3907859,1.506963,0.060542796,0.45837912,1,158,"tags=80%, list=42%, signal=134%"
[],GO:0010224,response to UV-B,BIOLOGICAL_PROCESS,2,0.795756,1.5060531,0.064386316,0.45909488,1,78,"tags=100%, list=21%, signal=125%"
[],GO:1903531,negative regulation of secretion by cell,BIOLOGICAL_PROCESS,21,0.2724129,1.5056744,0.059183672,0.45870304,1,100,"tags=52%, list=26%, signal=67%"
[],GO:0043534,blood vessel endothelial cell migration,BIOLOGICAL_PROCESS,12,0.35649413,1.5046508,0.06958251,0.4597725,1,184,"tags=83%, list=49%, signal=157%"
[],GO:0001991,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,BIOLOGICAL_PROCESS,2,0.795756,1.5024918,0.075247526,0.46308815,1,78,"tags=100%, list=21%, signal=125%"
[],GO:0032635,interleukin-6 production,BIOLOGICAL_PROCESS,20,0.28551534,1.5020732,0.06666667,0.46269774,1,86,"tags=50%, list=23%, signal=61%"
[],GO:0090025,regulation of monocyte chemotaxis,BIOLOGICAL_PROCESS,4,0.5873333,1.501914,0.08384458,0.46177873,1,63,"tags=75%, list=17%, signal=89%"
[],GO:0045919,positive regulation of cytolysis,BIOLOGICAL_PROCESS,2,0.8222812,1.5005832,0.07630522,0.46362212,1,68,"tags=100%, list=18%, signal=121%"
[],GO:0009235,cobalamin metabolic process,BIOLOGICAL_PROCESS,5,0.54331553,1.499631,0.08134921,0.46450335,1,99,"tags=80%, list=26%, signal=107%"
[],GO:0051607,defense response to virus,BIOLOGICAL_PROCESS,17,0.3108547,1.4987776,0.07429719,0.46523616,1,154,"tags=71%, list=41%, signal=114%"
[],GO:0050886,endocrine process,BIOLOGICAL_PROCESS,17,0.3080923,1.4963429,0.075728156,0.4696349,1,155,"tags=71%, list=41%, signal=114%"
[],GO:0050900,leukocyte migration,BIOLOGICAL_PROCESS,23,0.26624328,1.4955094,0.067729086,0.47021714,1,69,"tags=43%, list=18%, signal=50%"
[],GO:0043171,peptide catabolic process,BIOLOGICAL_PROCESS,2,0.795756,1.4951216,0.07293666,0.46982187,1,78,"tags=100%, list=21%, signal=125%"
[],GO:0016045,detection of bacterium,BIOLOGICAL_PROCESS,4,0.5973333,1.4950848,0.066019416,0.46863085,1,154,"tags=100%, list=41%, signal=167%"
[],GO:0044040,multi-organism carbohydrate metabolic process,BIOLOGICAL_PROCESS,2,0.80901855,1.4940385,0.057086613,0.46971208,1,73,"tags=100%, list=19%, signal=123%"
[],GO:0002325,natural killer cell differentiation involved in immune response,BIOLOGICAL_PROCESS,2,0.8222812,1.4938562,0.072407044,0.46888065,1,68,"tags=100%, list=18%, signal=121%"
[],GO:0042157,lipoprotein metabolic process,BIOLOGICAL_PROCESS,4,0.592,1.4938406,0.07874016,0.46766713,1,156,"tags=100%, list=41%, signal=168%"
[],GO:0034638,phosphatidylcholine catabolic process,BIOLOGICAL_PROCESS,2,0.80371356,1.4935323,0.055876687,0.46710452,1,75,"tags=100%, list=20%, signal=124%"
[],GO:0032815,negative regulation of natural killer cell activation,BIOLOGICAL_PROCESS,2,0.8222812,1.4932141,0.07459678,0.46655452,1,68,"tags=100%, list=18%, signal=121%"
[],GO:0002220,innate immune response activating cell surface receptor signaling pathway,BIOLOGICAL_PROCESS,12,0.35649413,1.4927282,0.071570575,0.46642864,1,184,"tags=83%, list=49%, signal=157%"
[],GO:0044872,lipoprotein localization,BIOLOGICAL_PROCESS,4,0.5926667,1.4925853,0.088709675,0.46549374,1,61,"tags=75%, list=16%, signal=88%"
[],GO:0010815,bradykinin catabolic process,BIOLOGICAL_PROCESS,2,0.795756,1.491889,0.07429719,0.4659323,1,78,"tags=100%, list=21%, signal=125%"
[],GO:0002695,negative regulation of leukocyte activation,BIOLOGICAL_PROCESS,6,0.49240395,1.4913073,0.07058824,0.46590152,1,68,"tags=67%, list=18%, signal=80%"
[],GO:0051963,regulation of synapse assembly,BIOLOGICAL_PROCESS,22,0.28062135,1.4898671,0.06122449,0.46791625,1,140,"tags=64%, list=37%, signal=95%"
[],GO:0008344,adult locomotory behavior,BIOLOGICAL_PROCESS,25,0.25966102,1.4890728,0.06776181,0.46850383,1,89,"tags=48%, list=23%, signal=59%"
[],GO:0060696,regulation of phospholipid catabolic process,BIOLOGICAL_PROCESS,2,0.80371356,1.4865402,0.082,0.47284487,1,75,"tags=100%, list=20%, signal=124%"
[],GO:0071493,cellular response to UV-B,BIOLOGICAL_PROCESS,2,0.795756,1.4854066,0.072106265,0.47419366,1,78,"tags=100%, list=21%, signal=125%"
[],GO:0002003,angiotensin maturation,BIOLOGICAL_PROCESS,2,0.795756,1.4845703,0.07660455,0.4749347,1,78,"tags=100%, list=21%, signal=125%"
[],GO:0009453,energy taxis,BIOLOGICAL_PROCESS,3,0.6507092,1.4844977,0.06092437,0.47384083,1,7,"tags=67%, list=2%, signal=67%"
[],GO:0060995,cell-cell signaling involved in kidney development,BIOLOGICAL_PROCESS,4,0.576,1.4834452,0.076271184,0.4750515,1,162,"tags=100%, list=43%, signal=173%"
[],GO:0090259,regulation of retinal ganglion cell axon guidance,BIOLOGICAL_PROCESS,4,0.5873333,1.4832933,0.08230453,0.4741733,1,63,"tags=75%, list=17%, signal=89%"
[],GO:0070141,response to UV-A,BIOLOGICAL_PROCESS,2,0.795756,1.4812559,0.0655106,0.47746885,1,78,"tags=100%, list=21%, signal=125%"
[],GO:0016486,peptide hormone processing,BIOLOGICAL_PROCESS,2,0.795756,1.480456,0.088176355,0.47807628,1,78,"tags=100%, list=21%, signal=125%"
[],GO:0090027,negative regulation of monocyte chemotaxis,BIOLOGICAL_PROCESS,4,0.5873333,1.4795789,0.075664625,0.47873002,1,63,"tags=75%, list=17%, signal=89%"
[],GO:1990834,response to odorant,BIOLOGICAL_PROCESS,2,0.806366,1.4784318,0.06706114,0.4800796,1,74,"tags=100%, list=20%, signal=124%"
[],GO:0051481,negative regulation of cytosolic calcium ion concentration,BIOLOGICAL_PROCESS,4,0.59466666,1.478091,0.07554672,0.47958225,1,155,"tags=100%, list=41%, signal=167%"
[],GO:0007427,"epithelial cell migration, open tracheal system",BIOLOGICAL_PROCESS,3,0.6648937,1.477381,0.08285164,0.47981563,1,128,"tags=100%, list=34%, signal=150%"
[],GO:0044041,multi-organism carbohydrate catabolic process,BIOLOGICAL_PROCESS,2,0.80901855,1.4767132,0.07554672,0.4800221,1,73,"tags=100%, list=19%, signal=123%"
[],GO:0009112,nucleobase metabolic process,BIOLOGICAL_PROCESS,6,0.48793566,1.4766754,0.06680585,0.47888708,1,196,"tags=100%, list=52%, signal=204%"
[],GO:1903509,liposaccharide metabolic process,BIOLOGICAL_PROCESS,8,0.41138816,1.4759821,0.0785124,0.4793197,1,178,"tags=88%, list=47%, signal=162%"
[],GO:0070508,cholesterol import,BIOLOGICAL_PROCESS,3,0.675532,1.4754746,0.066,0.47915047,1,124,"tags=100%, list=33%, signal=147%"
[],GO:0043502,regulation of muscle adaptation,BIOLOGICAL_PROCESS,5,0.526738,1.4751413,0.091836736,0.47866556,1,181,"tags=100%, list=48%, signal=189%"
[],GO:0010813,neuropeptide catabolic process,BIOLOGICAL_PROCESS,2,0.795756,1.4747097,0.078156315,0.47853315,1,78,"tags=100%, list=21%, signal=125%"
[],GO:0003016,respiratory system process,BIOLOGICAL_PROCESS,2,0.795756,1.4738543,0.080827065,0.47926557,1,78,"tags=100%, list=21%, signal=125%"
[],GO:0043144,snoRNA processing,BIOLOGICAL_PROCESS,3,0.66755325,1.4737823,0.077689245,0.47818753,1,127,"tags=100%, list=34%, signal=149%"
[],GO:0072210,metanephric nephron development,BIOLOGICAL_PROCESS,4,0.58666664,1.4722745,0.07480315,0.48041165,1,158,"tags=100%, list=42%, signal=170%"
[],GO:0051045,negative regulation of membrane protein ectodomain proteolysis,BIOLOGICAL_PROCESS,3,0.6648937,1.4720345,0.08281574,0.47975644,1,128,"tags=100%, list=34%, signal=150%"
[],GO:0050929,induction of negative chemotaxis,BIOLOGICAL_PROCESS,5,0.5187166,1.4719719,0.072,0.47872514,1,184,"tags=100%, list=49%, signal=192%"
[],GO:0080171,lytic vacuole organization,BIOLOGICAL_PROCESS,6,0.4852547,1.4717902,0.086538464,0.47793156,1,197,"tags=100%, list=52%, signal=205%"
[],GO:0016198,axon choice point recognition,BIOLOGICAL_PROCESS,3,0.6648937,1.4709401,0.078,0.47860512,1,128,"tags=100%, list=34%, signal=150%"
[],GO:0010886,positive regulation of cholesterol storage,BIOLOGICAL_PROCESS,2,0.80371356,1.4708738,0.0781893,0.47752982,1,75,"tags=100%, list=20%, signal=124%"
[],GO:0007432,salivary gland boundary specification,BIOLOGICAL_PROCESS,3,0.6648937,1.4695405,0.07272727,0.47926402,1,128,"tags=100%, list=34%, signal=150%"
[],GO:0048859,formation of anatomical boundary,BIOLOGICAL_PROCESS,3,0.6648937,1.4691149,0.07933194,0.47894475,1,128,"tags=100%, list=34%, signal=150%"
[],GO:0010611,regulation of cardiac muscle hypertrophy,BIOLOGICAL_PROCESS,5,0.526738,1.468251,0.08280255,0.4796015,1,181,"tags=100%, list=48%, signal=189%"
[],GO:0048749,compound eye development,BIOLOGICAL_PROCESS,9,0.4066066,1.4677575,0.07172996,0.47960913,1,17,"tags=44%, list=4%, signal=45%"
[],GO:0034384,high-density lipoprotein particle clearance,BIOLOGICAL_PROCESS,2,0.80371356,1.4665171,0.08447937,0.48119777,1,75,"tags=100%, list=20%, signal=124%"
[],GO:0010899,regulation of phosphatidylcholine catabolic process,BIOLOGICAL_PROCESS,2,0.80371356,1.4664774,0.08179959,0.48009813,1,75,"tags=100%, list=20%, signal=124%"
[],GO:1900273,positive regulation of long-term synaptic potentiation,BIOLOGICAL_PROCESS,2,0.795756,1.4660894,0.08669355,0.4798574,1,78,"tags=100%, list=21%, signal=125%"
[],GO:0001745,compound eye morphogenesis,BIOLOGICAL_PROCESS,9,0.4066066,1.4659063,0.077380955,0.47904032,1,17,"tags=44%, list=4%, signal=45%"
[],GO:0006509,membrane protein ectodomain proteolysis,BIOLOGICAL_PROCESS,3,0.6648937,1.465368,0.094736844,0.47911185,1,128,"tags=100%, list=34%, signal=150%"
[],GO:0050924,positive regulation of negative chemotaxis,BIOLOGICAL_PROCESS,5,0.5187166,1.4652392,0.07968128,0.47831538,1,184,"tags=100%, list=49%, signal=192%"
[],GO:0050795,regulation of behavior,BIOLOGICAL_PROCESS,25,0.25627118,1.4647495,0.0882353,0.47814637,1,166,"tags=68%, list=44%, signal=113%"
[],GO:0035994,response to muscle stretch,BIOLOGICAL_PROCESS,2,0.795756,1.464429,0.082840234,0.47781023,1,78,"tags=100%, list=21%, signal=125%"
[],GO:1903321,negative regulation of protein modification by small protein conjugation or removal,BIOLOGICAL_PROCESS,5,0.5171123,1.4637095,0.09053498,0.4782183,1,33,"tags=60%, list=9%, signal=65%"
[],GO:0043547,positive regulation of GTPase activity,BIOLOGICAL_PROCESS,8,0.4218329,1.4632642,0.09018036,0.47796696,1,32,"tags=50%, list=8%, signal=53%"
[],GO:0051043,regulation of membrane protein ectodomain proteolysis,BIOLOGICAL_PROCESS,3,0.6648937,1.4630444,0.07722772,0.4773047,1,128,"tags=100%, list=34%, signal=150%"
[],GO:0002920,regulation of humoral immune response,BIOLOGICAL_PROCESS,15,0.31648356,1.4630291,0.097222224,0.47622663,1,187,"tags=80%, list=49%, signal=152%"
[],GO:2000274,"regulation of epithelial cell migration, open tracheal system",BIOLOGICAL_PROCESS,3,0.6648937,1.4621179,0.07312253,0.47718012,1,128,"tags=100%, list=34%, signal=150%"
[],GO:0002002,regulation of angiotensin levels in blood,BIOLOGICAL_PROCESS,2,0.795756,1.4618835,0.07824428,0.4765354,1,78,"tags=100%, list=21%, signal=125%"
[],GO:0016199,axon midline choice point recognition,BIOLOGICAL_PROCESS,3,0.6648937,1.4618562,0.06854839,0.4755077,1,128,"tags=100%, list=34%, signal=150%"
[],GO:0098742,cell-cell adhesion via plasma-membrane adhesion molecules,BIOLOGICAL_PROCESS,9,0.3942943,1.4616772,0.08477842,0.4747435,1,190,"tags=89%, list=50%, signal=174%"
[],GO:0090399,replicative senescence,BIOLOGICAL_PROCESS,2,0.795756,1.4614711,0.08070866,0.47404855,1,78,"tags=100%, list=21%, signal=125%"
[],GO:0002689,negative regulation of leukocyte chemotaxis,BIOLOGICAL_PROCESS,4,0.5873333,1.46076,0.100790516,0.47446263,1,63,"tags=75%, list=17%, signal=89%"
[],GO:0048644,muscle organ morphogenesis,BIOLOGICAL_PROCESS,4,0.576,1.4604274,0.08649789,0.47403714,1,162,"tags=100%, list=43%, signal=173%"
[],GO:0061290,canonical Wnt signaling pathway involved in metanephric kidney development,BIOLOGICAL_PROCESS,4,0.576,1.4602765,0.07337526,0.47323692,1,162,"tags=100%, list=43%, signal=173%"
[],GO:0007502,digestive tract mesoderm development,BIOLOGICAL_PROCESS,3,0.6648937,1.4596744,0.07587548,0.47342205,1,128,"tags=100%, list=34%, signal=150%"
[],GO:0046671,negative regulation of retinal cell programmed cell death,BIOLOGICAL_PROCESS,3,0.6507092,1.4581386,0.07628866,0.47563028,1,7,"tags=67%, list=2%, signal=67%"
[],GO:1902904,negative regulation of supramolecular fiber organization,BIOLOGICAL_PROCESS,9,0.4099099,1.4575483,0.0781893,0.47576007,1,100,"tags=67%, list=26%, signal=88%"
[],GO:1904950,negative regulation of establishment of protein localization,BIOLOGICAL_PROCESS,17,0.31215468,1.456593,0.09741551,0.47661448,1,265,"tags=100%, list=70%, signal=318%"
[],GO:0009749,response to glucose,BIOLOGICAL_PROCESS,16,0.30475205,1.4561527,0.08829569,0.47646946,1,220,"tags=88%, list=58%, signal=200%"
[],GO:0007179,transforming growth factor beta receptor signaling pathway,BIOLOGICAL_PROCESS,15,0.31575096,1.4560431,0.07201646,0.47563192,1,162,"tags=73%, list=43%, signal=123%"
[],GO:0006721,terpenoid metabolic process,BIOLOGICAL_PROCESS,25,0.25536722,1.4551221,0.078156315,0.47662473,1,136,"tags=60%, list=36%, signal=87%"
[],GO:0046668,regulation of retinal cell programmed cell death,BIOLOGICAL_PROCESS,3,0.6507092,1.4533219,0.070881225,0.47957516,1,7,"tags=67%, list=2%, signal=67%"
[],GO:1905332,positive regulation of morphogenesis of an epithelium,BIOLOGICAL_PROCESS,4,0.576,1.4518478,0.08130081,0.48171553,1,162,"tags=100%, list=43%, signal=173%"
[],GO:0040013,negative regulation of locomotion,BIOLOGICAL_PROCESS,25,0.2514124,1.4510515,0.09266409,0.48235583,1,289,"tags=100%, list=76%, signal=393%"
[],GO:0003229,ventricular cardiac muscle tissue development,BIOLOGICAL_PROCESS,4,0.576,1.4499446,0.08024691,0.48368067,1,162,"tags=100%, list=43%, signal=173%"
[],GO:0007266,Rho protein signal transduction,BIOLOGICAL_PROCESS,8,0.4218329,1.4479841,0.087890625,0.48687574,1,32,"tags=50%, list=8%, signal=53%"
[],GO:0014743,regulation of muscle hypertrophy,BIOLOGICAL_PROCESS,5,0.526738,1.4478027,0.10240964,0.4861783,1,181,"tags=100%, list=48%, signal=189%"
[],GO:0050802,"circadian sleep/wake cycle, sleep",BIOLOGICAL_PROCESS,3,0.64627665,1.4475752,0.07385229,0.48557737,1,135,"tags=100%, list=36%, signal=154%"
[],GO:0002121,inter-male aggressive behavior,BIOLOGICAL_PROCESS,5,0.5213904,1.4466991,0.08,0.48643476,1,183,"tags=100%, list=48%, signal=191%"
[],GO:0022400,regulation of rhodopsin mediated signaling pathway,BIOLOGICAL_PROCESS,5,0.5197861,1.4458289,0.076595746,0.48737094,1,32,"tags=60%, list=8%, signal=65%"
[],GO:0042331,phototaxis,BIOLOGICAL_PROCESS,3,0.6507092,1.4456605,0.1003937,0.4867334,1,7,"tags=67%, list=2%, signal=67%"
[],GO:0043588,skin development,BIOLOGICAL_PROCESS,17,0.29671755,1.445653,0.1030303,0.4856705,1,226,"tags=88%, list=60%, signal=209%"
[],GO:0071548,response to dexamethasone,BIOLOGICAL_PROCESS,14,0.3221135,1.4456254,0.078895465,0.48465443,1,98,"tags=57%, list=26%, signal=74%"
[],GO:0008542,visual learning,BIOLOGICAL_PROCESS,2,0.76657826,1.4454069,0.10097087,0.4840651,1,89,"tags=100%, list=23%, signal=130%"
[],GO:1900271,regulation of long-term synaptic potentiation,BIOLOGICAL_PROCESS,2,0.795756,1.44441,0.08227848,0.48520163,1,78,"tags=100%, list=21%, signal=125%"
[],GO:0061213,positive regulation of mesonephros development,BIOLOGICAL_PROCESS,4,0.576,1.4424983,0.08431373,0.4881961,1,162,"tags=100%, list=43%, signal=173%"
[],GO:0046669,regulation of compound eye retinal cell programmed cell death,BIOLOGICAL_PROCESS,3,0.6507092,1.4420651,0.083657585,0.48803824,1,7,"tags=67%, list=2%, signal=67%"
[],GO:0043491,protein kinase B signaling,BIOLOGICAL_PROCESS,7,0.4350999,1.442004,0.086134456,0.48707944,1,162,"tags=86%, list=43%, signal=147%"
[],GO:0050709,negative regulation of protein secretion,BIOLOGICAL_PROCESS,15,0.3159341,1.4414061,0.09375,0.48731372,1,263,"tags=100%, list=69%, signal=314%"
[],GO:0046667,compound eye retinal cell programmed cell death,BIOLOGICAL_PROCESS,3,0.6507092,1.4403064,0.08235294,0.48864397,1,7,"tags=67%, list=2%, signal=67%"
[],GO:0032691,negative regulation of interleukin-1 beta production,BIOLOGICAL_PROCESS,13,0.3308113,1.4395014,0.09330629,0.48948774,1,82,"tags=54%, list=22%, signal=66%"
[],GO:0006869,lipid transport,BIOLOGICAL_PROCESS,28,0.2306675,1.4387071,0.11389961,0.49014235,1,94,"tags=46%, list=25%, signal=57%"
[],GO:0032612,interleukin-1 production,BIOLOGICAL_PROCESS,18,0.28393352,1.4385815,0.11042945,0.48933002,1,86,"tags=50%, list=23%, signal=62%"
[],GO:0031397,negative regulation of protein ubiquitination,BIOLOGICAL_PROCESS,5,0.5171123,1.4377863,0.092979126,0.49015412,1,33,"tags=60%, list=9%, signal=65%"
[],GO:0001954,positive regulation of cell-matrix adhesion,BIOLOGICAL_PROCESS,2,0.76657826,1.4371275,0.089866154,0.4905695,1,89,"tags=100%, list=23%, signal=130%"
[],GO:0031960,response to corticosteroid,BIOLOGICAL_PROCESS,35,0.21387044,1.4362323,0.10245901,0.4914034,1,142,"tags=57%, list=37%, signal=83%"
[],GO:0060977,coronary vasculature morphogenesis,BIOLOGICAL_PROCESS,4,0.576,1.4359404,0.08884297,0.4910429,1,162,"tags=100%, list=43%, signal=173%"
[],GO:0015791,polyol transport,BIOLOGICAL_PROCESS,2,0.7851459,1.4356132,0.091836736,0.49072647,1,82,"tags=100%, list=22%, signal=127%"
[],GO:0032611,interleukin-1 beta production,BIOLOGICAL_PROCESS,18,0.28393352,1.4351063,0.10282258,0.49075648,1,86,"tags=50%, list=23%, signal=62%"
[],GO:0055090,acylglycerol homeostasis,BIOLOGICAL_PROCESS,6,0.46872208,1.4349271,0.08902691,0.49007306,1,140,"tags=83%, list=37%, signal=130%"
[],GO:0072204,cell-cell signaling involved in metanephros development,BIOLOGICAL_PROCESS,4,0.576,1.4348062,0.1015625,0.48927933,1,162,"tags=100%, list=43%, signal=173%"
[],GO:0002440,production of molecular mediator of immune response,BIOLOGICAL_PROCESS,20,0.2759053,1.4339254,0.11262136,0.49010873,1,260,"tags=95%, list=69%, signal=287%"
[],GO:0061430,bone trabecula morphogenesis,BIOLOGICAL_PROCESS,5,0.51122993,1.43345,0.1,0.49000013,1,111,"tags=80%, list=29%, signal=112%"
[],GO:0070328,triglyceride homeostasis,BIOLOGICAL_PROCESS,6,0.46872208,1.4330362,0.09533469,0.48984483,1,140,"tags=83%, list=37%, signal=130%"
[],GO:0072583,clathrin-dependent endocytosis,BIOLOGICAL_PROCESS,5,0.5197861,1.4329225,0.088794924,0.4890614,1,32,"tags=60%, list=8%, signal=65%"
[],GO:0007040,lysosome organization,BIOLOGICAL_PROCESS,6,0.4852547,1.4318382,0.106471814,0.49029037,1,197,"tags=100%, list=52%, signal=205%"
[],GO:0018991,oviposition,BIOLOGICAL_PROCESS,21,0.26722535,1.4317691,0.09126214,0.48941776,1,156,"tags=67%, list=41%, signal=107%"
[],GO:0030517,negative regulation of axon extension,BIOLOGICAL_PROCESS,6,0.46782842,1.4315425,0.07867495,0.48889115,1,14,"tags=50%, list=4%, signal=51%"
