"","ref_gene_name","gene_id","Gene...Description","Gene...Transcripts...Length"
"8521","LOC105675802","gene9820","probable histone-binding protein Caf1",2022
"3986","LOC105671268","gene5832","gamma-aminobutyric acid receptor-associated protein",1220
"8420","LOC105675701","gene9827","O-glucosyltransferase rumi homolog",3674
"1715","LOC105668997","gene3719","uncharacterized LOC105668997",3253
"1204","LOC105668486","gene3246","uncharacterized LOC105668486",1475.16666666667
"1734","LOC105669016","gene3741","trafficking protein particle complex subunit 2-like protein",1154
"1853","LOC105669135","gene3843","uncharacterized LOC105669135",1620
"5977","LOC105673259","gene7480","abscission/NoCut checkpoint regulator",1580
"5843","LOC105673125","gene7484","uncharacterized LOC105673125",1795
"604","LOC105667886","gene2611","uncharacterized LOC105667886",3808.3
"2569","LOC105669851","gene4538","ragulator complex protein LAMTOR4 homolog",760.5
"5566","LOC105672848","gene7225","gamma-tubulin complex component 4",2347.5
"2477","LOC105669759","gene4527","uncharacterized LOC105669759",2642
"5570","LOC105672852","gene7221","JNK1/MAPK8-associated membrane protein",2094
"1485","LOC105668767","gene3422","uncharacterized LOC105668767",1260
"4287","LOC105671569","gene6053","suppressor of G2 allele of SKP1 homolog",1259
"5096","LOC105672378","gene6847","prohormone-1-like",1843
"5112","LOC105672394","gene6842","tRNA methyltransferase 10 homolog A",1724
"3497","LOC105670779","gene5382","endocuticle structural glycoprotein SgAbd-8-like",838
"3495","LOC105670777","gene5385","mitochondrial fission 1 protein",1081
"3493","LOC105670775","gene5384","N-acetylserotonin O-methyltransferase-like protein",916
"6053","LOC105673335","gene7716","origin recognition complex subunit 1",2881.33333333333
"6054","LOC105673336","gene7715","G protein-activated inward rectifier potassium channel 3",2982
"9520","LOC105676801","gene10864","uncharacterized LOC105676801",1305
"10187","LOC105677468","gene11538","DC-STAMP domain-containing protein 1",3348
"10180","LOC105677461","gene11535","DNA-binding protein P3A2",4302.16666666667
"9589","LOC105676870","gene10913","protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha",1558.5
"9586","LOC105676867","gene10910","U4/U6 small nuclear ribonucleoprotein Prp3",2338
"9597","LOC105676878","gene10918","uncharacterized LOC105676878",1599
"6842","LOC105674124","gene8387","30S ribosomal protein S11, chloroplastic",818
"6749","LOC105674031","gene8381","uncharacterized LOC105674031",712
"2324","LOC105669606","gene4209","uncharacterized LOC105669606",3322.5
"1477","LOC105668759","gene3426","vacuolar protein sorting-associated protein 53 homolog",2805
"1668","LOC105668950","gene3690","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3",780
"8583","LOC105675864","gene10002","frizzled-7-B",3675
"7912","LOC105675193","gene9361","eukaryotic translation initiation factor 6",965
"2251","LOC105669533","gene4203","protein lines",4889
"8271","LOC105675552","gene9651","glycerate kinase",2706
"1968","LOC105669250","gene3925","protein maelstrom homolog",1921.5
"7907","LOC105675188","gene9385","proteasome subunit beta type-2-like",820
"7805","LOC105675086","gene9383","mitochondrial fission regulator 2-like",2080
"1969","LOC105669251","gene3926","mitochondrial inner membrane protease ATP23 homolog",1316
"7887","LOC105675168","gene9389","cleft lip and palate transmembrane protein 1-like protein",2284
"3751","LOC105671033","gene5599","uncharacterized LOC105671033",2521
"2771","LOC105670053","gene509","NEDD8-conjugating enzyme Ubc12",4777
"2743","LOC105670025","gene506","NTF2-related export protein",687
"7414","LOC105674695","gene8922","ras-related protein Rab-10",1647
"8289","LOC105675570","gene1015","uncharacterized LOC105675570",2766
"1856","LOC105669138","gene3854","CWF19-like protein 1",2778
"7574","LOC105674855","gene9033","uncharacterized LOC105674855",1218
"2752","LOC105670034","gene4605","glucosylceramidase-like",2101
"9048","LOC105676329","gene10601","insulin-like growth factor-binding protein complex acid labile subunit",2222
"9050","LOC105676331","gene10606","mediator of RNA polymerase II transcription subunit 7",1073
"9052","LOC105676333","gene10605","hemolymph lipopolysaccharide-binding protein-like",836
"1782","LOC105669064","gene3779","U7 snRNA-associated Sm-like protein LSm10",828
"9051","LOC105676332","gene10604","lithostathine-2-like",816
"5471","LOC105672753","gene7150","probable 39S ribosomal protein L24, mitochondrial",1601
"5472","LOC105672754","gene7151","uncharacterized LOC105672754",989
"5470","LOC105672752","gene7152","mucosa-associated lymphoid tissue lymphoma translocation protein 1 homolog",2325
"5475","LOC105672757","gene7154","OTU domain-containing protein 7B-like",4062
"223","LOC105667505","gene2386","",591.333333333333
"208","LOC105667490","gene2380","uncharacterized LOC105667490",671
"207","LOC105667489","gene2381","probable RNA-binding protein 18",1411
"11846","LOC105679127","gene12982","iron-sulfur cluster co-chaperone protein HscB, mitochondrial",949.5
"11847","LOC105679128","gene12981","adenylate kinase isoenzyme 6",840
"4806","LOC105672088","gene6548","lipid storage droplets surface-binding protein 2-like",1215
"11908","LOC105679189","gene12989","uncharacterized LOC105679189",2496
"1377","LOC105668659","gene3525","ATP-dependent DNA helicase 2 subunit 1-like",1754.5
"1382","LOC105668664","gene3526","guanine nucleotide-binding protein subunit gamma-1",1185
"1433","LOC105668715","gene3520","potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1-like",1937
"1474","LOC105668756","gene3528","single-stranded DNA-binding protein, mitochondrial",668
"11020","LOC105678301","gene12189","flap endonuclease 1",1496
"442","LOC105667724","gene2651","vacuolar protein-sorting-associated protein 36",1485
"4452","LOC105671734","gene6094","E3 ubiquitin-protein ligase RNF181",1135
"1653","LOC105668935","gene3705","phosphatidylinositol N-acetylglucosaminyltransferase subunit P",439
"10948","LOC105678229","gene12237","uncharacterized LOC105678229",465
"11073","LOC105678354","gene12239","stress-induced-phosphoprotein 1-like",3475
"1343","LOC105668625","gene3385","bolA-like protein 3",848
"1342","LOC105668624","gene3384","",436
"1340","LOC105668622","gene3386","uncharacterized LOC105668622",725
"1348","LOC105668630","gene3389","brain protein I3",842
"2788","LOC105670070","gene4602","28S ribosomal protein S30, mitochondrial",1913
"1655","LOC105668937","gene3704","uncharacterized LOC105668937",474.5
"9702","LOC105676983","gene11096","transmembrane protein 234 homolog",693
"9675","LOC105676956","gene11091","SUZ domain-containing protein 1",1153
"2716","LOC105669998","gene4710","uncharacterized LOC105669998",1314
"10097","LOC105677378","gene11540","ejaculatory bulb-specific protein 3-like",396
"2797","LOC105670079","gene4718","LIM/homeobox protein Awh",1589
"1652","LOC105668934","gene3706","methylenetetrahydrofolate reductase",1199
"12381","LOC105679662","gene1837","UPF0554 protein C2orf43 homolog",1378
"10004","LOC105677285","gene11272","UPF0692 protein CG33108",2533.66666666667
"9954","LOC105677235","gene11274","protein YIF1B",1271
"8829","LOC105676110","gene10278","protein MAK16 homolog B",1182
"8827","LOC105676108","gene10275","protein scalloped",2597.8
"8892","LOC105676173","gene10273","leucine--tRNA ligase, cytoplasmic",4334
"8815","LOC105676096","gene10270","proteasome maturation protein",592
"511","LOC105667793","gene265","UPF0428 protein CXorf56 homolog",911
"6364","LOC105673646","gene7961","inositol-3-phosphate synthase 1-A-like",1412
"6369","LOC105673651","gene7965","uncharacterized LOC105673651",648
"7330","LOC105674612","gene8715","targeting protein for Xklp2",4069
"7023","LOC105674305","gene8718","protein FAM32A",423
"11589","LOC105678870","gene12555","putative nuclease HARBI1",1435
"3034","LOC105670316","gene4924","uncharacterized G-patch domain protein DDB_G0278987-like",1659
"3022","LOC105670304","gene4929","uncharacterized LOC105670304",1351
"3146","LOC105670428","gene5033","DET1 homolog",2473
"9101","LOC105676382","gene10495","signal peptidase complex subunit 1",812
"12729","LOC105680010","gene196","uncharacterized LOC105680010",897
"12721","LOC105680002","gene197","putative nuclease HARBI1",1063
"11634","LOC105678915","gene12750","protein toll-like",3384.5
"8149","LOC105675430","gene996","cathepsin L1",1972
"1378","LOC105668660","gene3501","myb-like protein D",1978
"12266","LOC105679547","gene1602","putative nuclease HARBI1",1306
"12263","LOC105679544","gene1604","uncharacterized LOC105679544",1320
"5366","LOC105672648","gene6875","uncharacterized LOC105672648",1646
"1058","LOC105668340","gene3261","succinate dehydrogenase assembly factor 2, mitochondrial-like",675
"2449","LOC105669731","gene4547","uncharacterized LOC105669731",921
"1039","LOC105668321","gene3264","ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial",3581
"1040","LOC105668322","gene3265","solute carrier family 25 member 46-like",1723
"5255","LOC105672537","gene6873","alpha-glucosidase-like",2028
"1826","LOC105669108","gene3816","uncharacterized LOC105669108",879.333333333333
"9790","LOC105677071","gene1164","testis-expressed sequence 10 protein homolog",1940
"5646","LOC105672928","gene7368","PH domain leucine-rich repeat-containing protein phosphatase 2-like",1278
"5686","LOC105672968","gene7360","Golgi SNAP receptor complex member 1",1332.5
"5722","LOC105673004","gene7367","BTB/POZ domain-containing protein 10",2115.5
"4615","LOC105671897","gene6371","bone morphogenetic protein 2-like",2045
"4622","LOC105671904","gene6376","mitochondrial import inner membrane translocase subunit Tim23",921
"7974","LOC105675255","gene9414","FMRFamide receptor-like",1227
"3791","LOC105671073","gene5637","ligand-gated ion channel 4-like",659
"3839","LOC105671121","gene5638","calmodulin-like protein 4",812
"6862","LOC105674144","gene8415","uncharacterized LOC105674144",1392
"6435","LOC105673717","gene8014","probable elongation factor 1-delta",1319.5
"9818","LOC105677099","gene11042","uncharacterized LOC105677099",2373
"9797","LOC105677078","gene11048","uncharacterized LOC105677078",2334
"7585","LOC105674866","gene9119","zinc transporter ZIP1-like",3688.66666666667
"8086","LOC105675367","gene9638","neo-calmodulin-like",3539.33333333333
"3036","LOC105670318","gene529","dehydrodolichyl diphosphate syntase complex subunit NUS1",1163
"7373","LOC105674654","gene8909","TATA box-binding protein-associated factor RNA polymerase I subunit B",3536
"8528","LOC105675809","gene1037","histidine protein methyltransferase 1 homolog",1333
"8481","LOC105675762","gene1030","cytosolic non-specific dipeptidase",1907
"8467","LOC105675748","gene1033","uncharacterized LOC105675748",1496
"8543","LOC105675824","gene1038","pyridoxine-5'-phosphate oxidase-like",1128
"8617","LOC105675898","gene10028","receptor-binding cancer antigen expressed on SiSo cells",1825
"11931","LOC105679212","gene12871","DNA-binding protein RFXANK",1752.5
"9942","LOC105677223","gene11152","probable NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12",573
"3292","LOC105670574","gene5191","pentatricopeptide repeat-containing protein 1, mitochondrial-like",1991
"11565","LOC105678846","gene12703","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6",766
"5480","LOC105672762","gene7174","uncharacterized LOC105672762",210
"5498","LOC105672780","gene7178","transmembrane protein 203",492
"5497","LOC105672779","gene7179","ribonuclease P protein subunit p20-like",549
"5027","LOC105672309","gene6567","uncharacterized LOC105672309",2154.5
"5028","LOC105672310","gene6568","ubiquitin carboxyl-terminal hydrolase isozyme L5",1133
"4854","LOC105672136","gene6569","uncharacterized LOC105672136",548
"5631","LOC105672913","gene7288","RNA-binding protein squid-like",4608
"5640","LOC105672922","gene7289","ero1-like protein",2901.5
"5536","LOC105672818","gene7284","protein lifeguard 4-like",958
"5537","LOC105672819","gene7285","60S ribosomal protein L26",620
"623","LOC105667905","gene2677","uncharacterized LOC105667905",1294
"11066","LOC105678347","gene12254","28S ribosomal protein S27, mitochondrial-like",1507
"11065","LOC105678346","gene12255","coiled-coil domain-containing protein 22 homolog",2251
"11030","LOC105678311","gene12252","probable 28S ribosomal protein S10, mitochondrial",737
"11028","LOC105678309","gene12251","conserved oligomeric Golgi complex subunit 8",2018.5
"11077","LOC105678358","gene12259","DNA-(apurinic or apyrimidinic site) lyase",1555.33333333333
"2434","LOC105669716","gene4487","retinol dehydrogenase 11-like",681
"2601","LOC105669883","gene4484","CCAAT/enhancer-binding protein zeta-like",3174
"2439","LOC105669721","gene4483","sphingolipid delta(4)-desaturase DES1",1985
"2512","LOC105669794","gene4482","protein BUD31 homolog",834
"2604","LOC105669886","gene4489","probable trans-2-enoyl-CoA reductase, mitochondrial",1249.5
"2448","LOC105669730","gene4488","THAP domain-containing protein 4-like",839
"9997","LOC105677278","gene11291","poly(ADP-ribose) glycohydrolase ARH3-like",1246
"1156","LOC105668438","gene3103","longitudinals lacking protein-like",3548.66666666667
"1230","LOC105668512","gene3102","arrestin domain-containing protein 2-like",1678
"404","LOC105667686","gene2540","solute carrier organic anion transporter family member 5A1",3946
"10376","LOC105677657","gene11701","magnesium transporter NIPA2",1422.5
"10377","LOC105677658","gene11700","protein cornichon",828
"9965","LOC105677246","gene11256","uncharacterized LOC105677246",1510.66666666667
"8806","LOC105676087","gene10253","endoplasmic reticulum-Golgi intermediate compartment protein 2",1705
"3582","LOC105670864","gene5467","hsp90 co-chaperone Cdc37",1706
"8871","LOC105676152","gene10258","histone H3",715
"2316","LOC105669598","gene4269","COP9 signalosome complex subunit 6",1454
"12824","LOC105680105","gene205","uncharacterized LOC105680105",299
"6239","LOC105673521","gene7907","mucin-5AC",2606
"6626","LOC105673908","gene8222","peptidyl-prolyl cis-trans isomerase-like 3",730.5
"6233","LOC105673515","gene7909","39S ribosomal protein L44, mitochondrial",1183
"6710","LOC105673992","gene8228","uncharacterized LOC105673992",1779
"3172","LOC105670454","gene5056","circadian clock-controlled protein-like",2374
"8020","LOC105675301","gene9660","ribosome biogenesis regulatory protein homolog",1149
"7839","LOC105675120","gene9344","glutaredoxin-related protein 5, mitochondrial",612
"2334","LOC105669616","gene4296","snRNA-activating protein complex subunit 3",1596.5
"2333","LOC105669615","gene4297","transmembrane and TPR repeat-containing protein 4",2165.33333333333
"8451","LOC105675732","gene9918","uncharacterized LOC105675732",557
"10496","LOC105677777","gene1199","uncharacterized LOC105677777",1568
"2536","LOC105669818","gene4442","uncharacterized LOC105669818",2307
"10285","LOC105677566","gene1192","tether containing UBX domain for GLUT4",1764
"10453","LOC105677734","gene1196","putative protein tag-278",3786
"10369","LOC105677650","gene1195","speckle targeted PIP5K1A-regulated poly(A) polymerase-like",2641
"7700","LOC105674981","gene9178","60S ribosomal protein L10",832
"1240","LOC105668522","gene3320","putative GTP cyclohydrolase 1 type 2 Nif3l1",396
"7678","LOC105674959","gene9170","F-box/LRR-repeat protein 4",2047
"5643","LOC105672925","gene7312","copper transport protein ATOX1",734
"791","LOC105668073","gene2894","THAP domain-containing protein 4-like",595
"7834","LOC105675115","gene9349","elongation factor 1-gamma",1935
"6636","LOC105673918","gene8203","WD repeat domain-containing protein 83",1637
"8323","LOC105675604","gene9480","folliculin",1877
"8324","LOC105675605","gene9481","diphosphomevalonate decarboxylase",1617
"11378","LOC105678659","gene12736","GPN-loop GTPase 1",1464.5
"11598","LOC105678879","gene12733","importin subunit alpha-4",2565
"11599","LOC105678880","gene12732","39S ribosomal protein L3, mitochondrial",1302
"8325","LOC105675606","gene9485","cleavage and polyadenylation specificity factor subunit 5",1243
"10900","LOC105678181","gene12080","polycomb group protein Psc-like",6839
"10906","LOC105678187","gene12087","dolichol-phosphate mannosyltransferase subunit 3",1198
"10904","LOC105678185","gene12086","39S ribosomal protein L16, mitochondrial",914
"10905","LOC105678186","gene12089","ankyrin repeat domain-containing protein 40-like",1458
"1949","LOC105669231","gene427","uncharacterized LOC105669231",1492.5
"3349","LOC105670631","gene563","putative nuclease HARBI1",1290
"5671","LOC105672953","gene7345","reactive oxygen species modulator 1",566.666666666667
"5667","LOC105672949","gene7344","endoplasmic reticulum-Golgi intermediate compartment protein 3",1479.5
"5670","LOC105672952","gene7346","transcription termination factor 3, mitochondrial",1315
"5725","LOC105673007","gene7349","UPF0668 protein C10orf76 homolog",2271
"5651","LOC105672933","gene7348","probable proline--tRNA ligase, mitochondrial",1612
"3787","LOC105671069","gene5619","uroporphyrinogen-III synthase-like",968.5
"3786","LOC105671068","gene5618","tyrosine-protein phosphatase non-receptor type 14",1782
"9092","LOC105676373","gene1067","secretion-regulating guanine nucleotide exchange factor-like",1349
"3760","LOC105671042","gene5610","ATP-dependent Clp protease proteolytic subunit, mitochondrial",889
"6769","LOC105674051","gene8320","uncharacterized LOC105674051",1796.5
"7741","LOC105675022","gene9227","WD repeat-containing protein 61",1337
"6271","LOC105673553","gene7943","vacuolar protein sorting-associated protein 4A",2661
"6032","LOC105673314","gene7756","regulator of microtubule dynamics protein 1-like",1441
"9119","LOC105676400","gene1069","heat shock factor-binding protein 1",602
"6798","LOC105674080","gene8326","diamine acetyltransferase 2",740
"9708","LOC105676989","gene11060","chromatin assembly factor 1 subunit A-B",3432
"11257","LOC105678538","gene1288","uncharacterized LOC105678538",1284.5
"2182","LOC105669464","gene4156","vesicle transport protein SFT2B",1270.5
"7269","LOC105674551","gene8650","uncharacterized LOC105674551",2366
"12713","LOC105679994","gene1975","uncharacterized LOC105679994",2134
"12711","LOC105679992","gene1977","uncharacterized LOC105679992",2019
"6797","LOC105674079","gene8324","ATP synthase subunit s, mitochondrial",854
"10254","LOC105677535","gene11398","protein asteroid-like",2120.5
"10255","LOC105677536","gene11399","uncharacterized LOC105677536",439
"10268","LOC105677549","gene11396","copper chaperone for superoxide dismutase",1050
"10270","LOC105677551","gene11392","39S ribosomal protein L27, mitochondrial",695
"10269","LOC105677550","gene11390","ras-related C3 botulinum toxin substrate 1",4855
"10267","LOC105677548","gene11391","tRNA-splicing endonuclease subunit Sen34",1044
"7390","LOC105674671","gene8692","G-protein coupled receptor Mth2-like",1676
"481","LOC105667763","gene2570","uncharacterized LOC105667763",1722
"2289","LOC105669571","gene4226","39S ribosomal protein L19, mitochondrial",1078
"7836","LOC105675117","gene9345","uncharacterized LOC105675117",5559.25
"8046","LOC105675327","gene9619","coenzyme Q-binding protein COQ10, mitochondrial",1067
"8958","LOC105676239","gene10628","dynein regulatory complex protein 1",2586
"9011","LOC105676292","gene10625","alpha-ketoglutarate-dependent dioxygenase alkB homolog 4",1238
"9018","LOC105676299","gene10620","ubiquitin-conjugating enzyme E2-24 kDa",2730.5
"10697","LOC105677978","gene11938","la protein homolog",1546
"10689","LOC105677970","gene11933","ribosomal RNA-processing protein 7 homolog A",1073.5
"10711","LOC105677992","gene11931","FAD-linked sulfhydryl oxidase ALR",809
"10691","LOC105677972","gene11937","translationally-controlled tumor protein homolog",1166
"10688","LOC105677969","gene11934","uncharacterized protein C7orf26 homolog",1329
"5199","LOC105672481","gene6990","MAP kinase-activating death domain protein",7199.375
"4462","LOC105671744","gene6262","ribonuclease H2 subunit C",2094
"364","LOC105667646","gene2470","ras-related C3 botulinum toxin substrate 1-like",4196
"5393","LOC105672675","gene7112","mitochondrial dimethyladenosine transferase 1",1269
"4761","LOC105672043","gene6506","WD repeat-containing protein 20",2996
"4782","LOC105672064","gene6502","transmembrane protein 192",1838.5
"8923","LOC105676204","gene10198","17-beta-hydroxysteroid dehydrogenase 13-like",1571.5
"4934","LOC105672216","gene704","uncharacterized LOC105672216",640
"8924","LOC105676205","gene10197","uncharacterized LOC105676205",450
"12742","LOC105680023","gene2046","prostaglandin E synthase 2",1350
"449","LOC105667731","gene2697","39S ribosomal protein L13, mitochondrial",776
"4904","LOC105672186","gene700","uncharacterized LOC105672186",1211
"2737","LOC105670019","gene4669","chymotrypsin-2-like",1034
"414","LOC105667696","gene2553","CCR4-NOT transcription complex subunit 10",2835
"9948","LOC105677229","gene11230","uncharacterized LOC105677229",504.666666666667
"10413","LOC105677694","gene11728","mediator of RNA polymerase II transcription subunit 14",8065
"3510","LOC105670792","gene5405","uncharacterized LOC105670792",701
"3513","LOC105670795","gene5406","uncharacterized LOC105670795",749
"898","LOC105668180","gene2990","uncharacterized LOC105668180",3728
"1068","LOC105668350","gene2999","uncharacterized LOC105668350",843
"4949","LOC105672231","gene6699","dnaJ homolog subfamily A member 1",2908.5
"6686","LOC105673968","gene8200","protein arginine N-methyltransferase 6",1069
"52","LOC105667334","gene224","THAP domain-containing protein 2-like",2265
"11929","LOC105679210","gene12976","protein RRNAD1-like",1645
"11877","LOC105679158","gene12974","smad nuclear interacting protein 1",1563
"4922","LOC105672204","gene6594","uncharacterized LOC105672204",782
"4819","LOC105672101","gene6593","uncharacterized LOC105672101",1299
"1306","LOC105668588","gene3357","uncharacterized LOC105668588",1417
"7500","LOC105674781","gene952","",263.7
"10181","LOC105677462","gene1174","peroxisomal hydratase-dehydrogenase-epimerase-like",2530
"1388","LOC105668670","gene3513","uridine diphosphate glucose pyrophosphatase-like",788
"7510","LOC105674791","gene9153","uncharacterized LOC105674791",1088
"12637","LOC105679918","gene1948","tubulin polyglutamylase TTLL5-like",4078.5
"7817","LOC105675098","gene9291","muscle segmentation homeobox-like",4026
"1736","LOC105669018","gene3740","uncharacterized LOC105669018",134
"1857","LOC105669139","gene3853","probable methylthioribulose-1-phosphate dehydratase",1147.33333333333
"11372","LOC105678653","gene12713","CD2 antigen cytoplasmic tail-binding protein 2 homolog",1625
"1842","LOC105669124","gene3852","COMM domain-containing protein 10-like",910
"7897","LOC105675178","gene9297","26S protease regulatory subunit 10B",1348
"1014","LOC105668296","gene323","uncharacterized LOC105668296",714
"951","LOC105668233","gene321","transcription termination factor 2-like",1441
"445","LOC105667727","gene2603","alkylated DNA repair protein alkB homolog 1",1024.66666666667
"564","LOC105667846","gene2701","photoreceptor-specific nuclear receptor-like",3081
"561","LOC105667843","gene2601","protein transport protein Sec61 subunit gamma",533
"5718","LOC105673000","gene7327","ras-related protein Rab-18-B",1504
"5652","LOC105672934","gene7325","mpv17-like protein 2",1156
"5706","LOC105672988","gene7323","translation initiation factor eIF-2B subunit gamma",1696
"5707","LOC105672989","gene7320","",948
"5656","LOC105672938","gene7329","apoptosis regulatory protein Siva-like",733
"4569","LOC105671851","gene6336","putative leucine-rich repeat-containing protein DDB_G0290503",5861
"4520","LOC105671802","gene6335","protein cornichon homolog 4",983
"4521","LOC105671803","gene6333","uncharacterized LOC105671803",4252.71428571429
"4518","LOC105671800","gene6332","uncharacterized LOC105671800",1342
"3825","LOC105671107","gene5678","39S ribosomal protein L35, mitochondrial",738
"3818","LOC105671100","gene5676","nucleolar protein 16-like",1012
"3819","LOC105671101","gene5674","peroxisomal membrane protein 11C",4491
"3792","LOC105671074","gene5672","cell division cycle protein 16 homolog",2292
"12539","LOC105679820","gene1895","N(4)-(Beta-N-acetylglucosaminyl)-L-asparaginase-like",1575
"11173","LOC105678454","gene12389","alpha-tocopherol transfer protein-like",1977
"12522","LOC105679803","gene1720","eukaryotic initiation factor 4A-III",1420
"9736","LOC105677017","gene11002","WD repeat domain phosphoinositide-interacting protein 2",4337.2
"9739","LOC105677020","gene11000","coiled-coil domain-containing protein 25",1246
"12649","LOC105679930","gene1956","uncharacterized LOC105679930",561
"12641","LOC105679922","gene1952","uncharacterized LOC105679922",1210
"12638","LOC105679919","gene1950","sodium-dependent nutrient amino acid transporter 1",3390
"12640","LOC105679921","gene1951","protein FAM136A",727
"1959","LOC105669241","gene3958","PIH1 domain-containing protein 1",1335.66666666667
"1952","LOC105669234","gene3921","GDP-D-glucose phosphorylase 1-like",1407.7
"1951","LOC105669233","gene3920","polypeptide N-acetylgalactosaminyltransferase 1",1741
"7823","LOC105675104","gene9363","TM2 domain-containing protein almondex",1100
"7826","LOC105675107","gene9365","pyroglutamyl-peptidase 1",1039
"7807","LOC105675088","gene9364","von Willebrand factor A domain-containing protein 9",1704
"9049","LOC105676330","gene10609","cleavage and polyadenylation specificity factor subunit 4",1324.5
"2328","LOC105669610","gene4273","uncharacterized LOC105669610",2954
"12383","LOC105679664","gene1920","transcriptional adapter 1-like",1173
"7537","LOC105674818","gene9098","pre-rRNA processing protein FTSJ3",2770
"7547","LOC105674828","gene9094","zinc finger matrin-type protein 5",696
"7545","LOC105674826","gene9093","neuromodulin",4862
"7548","LOC105674829","gene9090","UPF0235 protein C15orf40 homolog",723
"8406","LOC105675687","gene9895","translocation protein SEC62",2224
"8411","LOC105675692","gene9894","tetratricopeptide repeat protein 36 homolog",947
"7433","LOC105674714","gene8948","putative nuclease HARBI1",1285
"9340","LOC105676621","gene10617","E3 ubiquitin-protein ligase synoviolin A",2447
"3410","LOC105670692","gene569","uncharacterized LOC105670692",861
"6863","LOC105674145","gene8414","60S ribosomal protein L13a",726
"6830","LOC105674112","gene8416","phosphatidylinositol N-acetylglucosaminyltransferase subunit C",1057
"361","LOC105667643","gene2456","protein FAM107B",3172.5
"4720","LOC105672002","gene6521","uncharacterized LOC105672002",1380
"4750","LOC105672032","gene6528","E3 ubiquitin-protein ligase NRDP1",1447.5
"10381","LOC105677662","gene11742","uncharacterized LOC105677662",913
"6096","LOC105673378","gene7673","DNA excision repair protein ERCC-1",1153.5
"1864","LOC105669146","gene3859","membrane metallo-endopeptidase-like 1",1801
"12495","LOC105679776","gene1783","pre-mRNA-splicing factor SPF27",1139
"12497","LOC105679778","gene1786","uncharacterized LOC105679778",251
"12496","LOC105679777","gene1785","small integral membrane protein 4",273
"11269","LOC105678550","gene12292","uncharacterized LOC105678550",2584
"11289","LOC105678570","gene12296","programmed cell death protein 10",2606
"11114","LOC105678395","gene12294","uncharacterized LOC105678395",905
"11290","LOC105678571","gene12295","actin-related protein 2/3 complex subunit 5",770
"11118","LOC105678399","gene12299","28S ribosomal protein S24, mitochondrial",651
"1413","LOC105668695","gene3494","D-aspartate oxidase",1565
"2482","LOC105669764","gene4448","sulfide:quinone oxidoreductase, mitochondrial",1721
"12093","LOC105679374","gene1431","uncharacterized LOC105679374",1149
"12079","LOC105679360","gene1434","cytidine deaminase-like",1166
"12081","LOC105679362","gene1436","gametocyte-specific factor 1",2251
"12080","LOC105679361","gene1438","pigment-dispersing hormone peptides",530
"976","LOC105668258","gene3147","DNA-directed RNA polymerase III subunit RPC4",2058
"1125","LOC105668407","gene3142","uncharacterized LOC105668407",435
"1124","LOC105668406","gene3140","activated RNA polymerase II transcriptional coactivator p15",710
"1150","LOC105668432","gene3149","protein FAM76A",1727
"3953","LOC105671235","gene5794","39S ribosomal protein L20, mitochondrial",850
"3954","LOC105671236","gene5796","INO80 complex subunit C",760
"3952","LOC105671234","gene5797","prostaglandin E synthase 3",970
"4182","LOC105671464","gene5793","DNA polymerase epsilon subunit 4",773
"5772","LOC105673054","gene786","cyclin-dependent kinase 2-interacting protein-like",943
"3578","LOC105670860","gene5423","biogenesis of lysosome-related organelles complex 1 subunit 4",961
"3567","LOC105670849","gene5427","uncharacterized LOC105670849",4053
"3579","LOC105670861","gene5424","thrombospondin-2-like",833
"5838","LOC105673120","gene7496","protein Simiate",1409
"5833","LOC105673115","gene7491","RNA-binding protein 28",2822.5
"12540","LOC105679821","gene1896","thioredoxin-related transmembrane protein 2 homolog",1322
"12400","LOC105679681","gene1891","uncharacterized LOC105679681",2040
"7139","LOC105674421","gene8771","uncharacterized LOC105674421",1304
"7137","LOC105674419","gene8772","dimethyladenosine transferase 2, mitochondrial",1458
"9932","LOC105677213","gene11218","small ubiquitin-related modifier 3",1302
"10507","LOC105677788","gene11748","peptidylglycine alpha-hydroxylating monooxygenase",2496
"9901","LOC105677182","gene11211","DNA polymerase subunit gamma-2, mitochondrial",1148
"10375","LOC105677656","gene11740","probable ATP-dependent RNA helicase DDX28",1753
"8773","LOC105676054","gene10161","cytoplasmic dynein 2 light intermediate chain 1",1411
"8774","LOC105676055","gene10166","circadian locomoter output cycles protein kaput",4624.66666666667
"10848","LOC105678129","gene1239","uncharacterized LOC105678129",5639.33333333333
"10918","LOC105678199","gene1236","mitochondrial import inner membrane translocase subunit Tim8-like",606
"7956","LOC105675237","gene976","uncharacterized LOC105675237",1394
"7890","LOC105675171","gene973","succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",2450
"7835","LOC105675116","gene978","sterol 24-C-methyltransferase-like",1023
"10121","LOC105677402","gene1152","",964
"9747","LOC105677028","gene1150","uncharacterized LOC105677028",1424
"7647","LOC105674928","gene9131","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 5-like",1036
"3816","LOC105671098","gene604","uncharacterized LOC105671098",725
